global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
7624,71,98,ECzo,EEzw,6,6,6,4,2,11;17;23;5;29;35,35;4;5;34,36,30,1
7625,71,99,ECzo,EE~w,6,6,6,4,2,10;17;22;4;28;35,34;5;35;4,26,35,1
7626,71,100,ECzo,EFzW,6,6,6,4,2,9;16;21;3;34;27,33;5;35;3,23,11,1
7627,71,101,ECzo,EFz_,6,6,7,4,3,30;25;32;1;18;8;12,33;0;30;3,41,16,1
7628,71,102,ECzo,EFzo,6,6,7,4,3,30;25;32;1;18;8;12,33;0;30;3,196,21,1
7629,71,103,ECzo,EFzw,6,6,6,4,2,11;17;23;5;29;35,35;3;5;33,57,38,1
7630,71,104,ECzo,EF~w,6,6,6,4,2,9;16;23;5;27;34,33;4;34;3,34,51,1
7631,71,105,ECzo,EQjO,6,6,8,4,4,31;29;33;18;24;32;34;30,35;0;30;5,136,6,1
7632,71,106,ECzo,EQj_,6,6,8,6,2,33;29;31;25;34;30;26;18,31;5;30;1;35;0,82,27,1
7633,71,107,ECzo,EQjg,6,6,8,4,4,33;29;31;25;30;32;34;35,31;5;35;1,106,10,1
7634,71,108,ECzo,EQjo,6,6,7,4,3,31;29;33;34;30;26;18,35;0;30;5,162,6,1
7635,71,109,ECzo,EQjw,6,6,6,4,2,11;17;23;5;29;35,35;5;30;29,36,36,1
7636,71,110,ECzo,EQyw,6,6,7,4,3,31;29;33;28;30;32;18,34;5;35;4,172,12,1
7637,71,111,ECzo,EQzO,6,6,8,4,4,32;33;24;34;0;29;31;35,30;5;35;0,244,6,1
7638,71,112,ECzo,EQzW,6,6,7,4,3,32;33;24;34;29;31;22,34;5;35;4,282,6,1
7639,71,113,ECzo,EQzg,6,6,8,4,4,7;33;15;10;23;5;14;12,31;4;34;1,592,6,1
7640,71,114,ECzo,EQzo,6,6,7,4,3,11;17;23;21;29;34;4,35;0;5;30,119,21,1
7641,71,115,ECzo,EQzw,6,6,6,4,2,11;17;23;5;29;35,35;4;5;34,30,35,1
7642,71,116,ECzo,EQ~o,6,6,6,4,2,10;17;22;4;35;28,34;0;30;4,82,30,1
7643,71,117,ECzo,EQ~w,6,6,6,4,2,10;17;22;4;28;35,34;5;35;4,44,55,1
7644,71,118,ECzo,ETno,6,6,7,4,3,11;17;23;19;29;34;4,35;0;30;5,99,6,1
7645,71,119,ECzo,ETnw,6,6,6,4,2,11;17;23;5;29;35,35;5;30;29,30,17,1
7646,71,120,ECzo,ETzg,6,6,7,4,3,10;33;16;3;28;23;19,34;0;30;4,189,6,1
7647,71,121,ECzo,ETzo,6,6,7,4,3,11;17;4;23;21;29;34,35;0;30;5,216,11,1
7648,71,122,ECzo,ETzw,6,6,6,4,2,11;17;23;5;29;35,35;0;5;30,50,33,1
7649,71,123,ECzo,ET~w,6,6,6,4,2,10;17;22;4;28;35,34;5;35;4,42,37,1
7650,71,124,ECzo,EUZO,6,6,7,6,1,32;25;34;24;33;29;21,30;3;32;0;34;1,67,274,1
7651,71,125,ECzo,EUZ_,6,6,8,4,4,33;34;29;5;30;25;32;31,31;5;35;1,251,18,1
7652,71,126,ECzo,EUZo,6,6,7,4,3,34;30;29;31;26;33;18,31;5;35;1,125,13,1
7653,71,127,ECzo,EUZw,6,6,6,4,2,11;17;23;5;29;35,35;0;5;30,49,53,1
7654,71,128,ECzo,EUxo,6,6,8,4,4,30;25;32;34;27;29;21;33,32;5;35;2,771,22,1
7655,71,129,ECzo,EUzW,6,6,7,4,3,6;12;18;20;24;31;1,30;4;34;0,230,17,1
7656,71,130,ECzo,EUzo,6,6,7,4,3,31;6;24;12;1;18;20,35;0;30;5,179,29,1
7657,71,131,ECzo,EUzw,6,6,6,4,2,11;17;23;5;29;35,35;0;5;30,69,43,1
7658,71,132,ECzo,EU~w,6,6,6,4,2,10;17;22;4;28;35,34;5;35;4,99,48,1
7659,71,133,ECzo,EV~w,6,6,6,4,2,9;16;23;5;27;34,33;4;34;3,87,54,1
7660,71,134,ECzo,E]yw,6,6,7,4,3,31;33;30;29;32;28;18,32;0;30;2,374,23,1
7661,71,135,ECzo,E]zg,6,6,6,4,2,6;13;18;0;31;24,30;2;32;0,33,11,1
7662,71,136,ECzo,E]zo,6,6,6,4,2,6;13;18;0;31;24,30;2;32;0,89,21,1
7663,71,137,ECzo,E]zw,6,6,6,4,2,11;17;23;5;29;35,35;0;5;30,122,43,1
7664,71,138,ECzo,E]~o,6,6,6,4,2,30;25;6;13;1;18,32;0;30;2,57,25,1
7665,71,139,ECzo,E]~w,6,6,6,4,2,30;25;6;13;1;18,34;5;35;4,87,58,1
7666,71,140,ECzo,E^~w,6,6,6,4,2,30;25;6;13;1;18,32;3;33;2,132,73,1
7667,71,141,ECzo,E~~w,6,6,6,4,2,30;25;6;13;1;18,31;0;30;1,148,99,1
7668,72,72,ECzw,ECzw,6,6,6,3,3,11;17;23;5;29;35,35;34;29,45,10,1
7669,72,73,ECzw,EC~o,6,6,6,4,2,31;32;30;33;34;35,34;24;30;28,25,35,1
7670,72,74,ECzw,EC~w,6,6,6,3,3,10;17;22;4;28;35,34;29;35,54,10,1
7671,72,75,ECzw,EEhW,6,6,6,4,2,32;34;30;31;33;35,34;35;28;29,9,16,1
7672,72,76,ECzw,EEh_,6,6,6,6,0,30;31;32;33;34;35,33;34;30;25;31;32,8,302,1
7673,72,77,ECzw,EEho,6,6,6,5,1,30;32;34;31;33;35,33;35;27;32;34,13,109,1
7674,72,78,ECzw,EEhw,6,6,6,4,2,30;31;32;35;33;34,33;35;29;27,33,39,1
7675,72,79,ECzw,EEiW,6,6,6,5,1,31;33;32;34;30;35,33;28;31;30;34,12,27,1
7676,72,80,ECzw,EEio,6,6,6,5,1,31;33;32;30;34;35,33;35;27;32;24,12,37,1
7677,72,81,ECzw,EEjW,6,6,6,4,2,32;34;31;30;33;35,34;35;28;29,19,23,1
7678,72,82,ECzw,EEj_,6,6,6,4,2,31;32;30;33;34;35,35;24;30;29,9,21,1
7679,72,83,ECzw,EEjo,6,6,6,4,2,31;32;34;30;33;35,35;24;30;29,25,34,1
7680,72,84,ECzw,EEjw,6,6,6,3,3,11;17;23;5;29;35,35;29;30,46,10,1
7681,72,85,ECzw,EElw,6,6,6,3,3,30;31;32;33;34;35,33;28;5,37,10,1
7682,72,86,ECzw,EEno,6,6,6,4,2,31;32;30;33;34;35,33;29;35;27,47,33,1
7683,72,87,ECzw,EEnw,6,6,6,3,3,11;17;23;5;29;35,35;29;33,54,10,1
7684,72,88,ECzw,EEr_,6,6,6,4,2,32;35;33;34;30;31,35;24;30;29,10,13,1
7685,72,89,ECzw,EEro,6,6,6,4,2,32;35;34;33;30;31,35;24;30;29,31,19,1
7686,72,90,ECzw,EErw,6,6,6,3,3,11;17;23;5;29;35,35;29;30,25,8,1
7687,72,91,ECzw,EEuw,6,6,6,4,2,32;35;31;30;33;34,35;27;33;29,41,22,1
7688,72,92,ECzw,EEvo,6,6,6,4,2,32;35;30;31;34;33,35;27;33;29,44,22,1
7689,72,93,ECzw,EEvw,6,6,6,3,3,11;17;23;5;29;35,35;29;33,26,8,1
7690,72,94,ECzw,EEzO,6,6,6,4,2,32;34;30;31;33;35,34;30;28;24,12,16,1
7691,72,95,ECzw,EEz_,6,6,6,4,2,32;33;30;31;34;35,34;24;30;28,8,19,1
7692,72,96,ECzw,EEzg,6,6,6,4,2,32;33;30;31;34;35,34;24;5;30,37,29,1
7693,72,97,ECzw,EEzo,6,6,6,4,2,32;30;31;33;34;35,35;24;30;29,33,30,1
7694,72,98,ECzw,EEzw,6,6,6,3,3,11;17;23;5;29;35,35;34;29,60,10,1
7695,72,99,ECzw,EE~w,6,6,6,3,3,10;17;22;4;28;35,34;29;35,62,10,1
7696,72,100,ECzw,EFzW,6,6,6,4,2,32;30;31;35;33;34,33;29;35;27,66,35,1
7697,72,101,ECzw,EFz_,6,6,6,4,2,30;31;32;33;34;35,33;24;30;27,10,25,1
7698,72,102,ECzw,EFzo,6,6,6,4,2,30;31;32;34;33;35,33;24;30;27,67,40,1
7699,72,103,ECzw,EFzw,6,6,6,3,3,30;31;32;35;33;34,35;33;29,77,12,1
7700,72,104,ECzw,EF~w,6,6,6,3,3,30;31;32;33;34;35,33;28;34,74,12,1
7701,72,105,ECzw,EQjO,6,6,6,4,2,31;32;33;30;34;35,35;30;29;24,8,21,1
7702,72,106,ECzw,EQj_,6,6,6,5,1,33;31;34;35;30;32,31;35;25;24;30,12,42,1
7703,72,107,ECzw,EQjg,6,6,6,4,2,33;31;30;32;34;35,31;35;25;29,24,21,1
7704,72,108,ECzw,EQjo,6,6,6,4,2,31;33;34;35;30;32,35;24;30;29,29,37,1
7705,72,109,ECzw,EQjw,6,6,6,3,3,11;17;23;5;29;35,35;29;30,45,10,1
7706,72,110,ECzw,EQyw,6,6,6,4,2,31;33;30;32;34;35,34;29;35;28,35,29,1
7707,72,111,ECzw,EQzO,6,6,6,4,2,32;33;30;31;34;35,30;35;24;29,8,31,1
7708,72,112,ECzw,EQzW,6,6,6,4,2,32;33;30;34;31;35,34;29;35;28,33,38,1
7709,72,113,ECzw,EQzg,6,6,6,4,2,33;31;30;32;34;35,31;33;34;28,26,24,1
7710,72,114,ECzw,EQzo,6,6,6,4,2,33;30;31;32;34;35,35;24;1;29,30,41,1
7711,72,115,ECzw,EQzw,6,6,6,3,3,11;17;23;5;29;35,35;29;34,42,10,1
7712,72,116,ECzw,EQ~o,6,6,6,4,2,30;31;32;33;34;35,34;24;30;28,49,65,1
7713,72,117,ECzw,EQ~w,6,6,6,3,3,30;31;32;33;34;35,34;29;35,66,12,1
7714,72,118,ECzw,ETno,6,6,6,4,2,31;35;34;30;32;33,35;31;24;30,54,24,1
7715,72,119,ECzw,ETnw,6,6,6,3,3,11;17;23;5;29;35,35;29;30,26,8,1
7716,72,120,ECzw,ETzg,6,6,6,4,2,31;33;30;32;34;35,34;24;30;28,37,37,1
7717,72,121,ECzw,ETzo,6,6,6,4,2,31;33;34;30;32;35,35;24;30;29,45,37,1
7718,72,122,ECzw,ETzw,6,6,6,3,3,11;17;23;5;29;35,35;29;30,64,10,1
7719,72,123,ECzw,ET~w,6,6,6,3,3,10;17;22;4;28;35,34;29;35,59,10,1
7720,72,124,ECzw,EUZO,6,6,6,5,1,32;34;30;31;33;35,30;32;27;33;25,20,145,1
7721,72,125,ECzw,EUZ_,6,6,6,4,2,33;34;35;30;31;32,31;35;24;26,20,43,1
7722,72,126,ECzw,EUZo,6,6,6,4,2,34;30;31;35;32;33,31;35;29;25,30,41,1
7723,72,127,ECzw,EUZw,6,6,6,3,3,30;31;32;35;33;34,35;29;30,65,12,1
7724,72,128,ECzw,EUxo,6,6,6,4,2,30;31;32;34;33;35,32;35;26;29,9,52,1
7725,72,129,ECzw,EUzW,6,6,6,3,3,32;31;33;35;30;34,30;28;5,47,10,1
7726,72,130,ECzw,EUzo,6,6,6,4,2,31;32;33;30;34;35,35;24;30;29,66,53,1
7727,72,131,ECzw,EUzw,6,6,6,3,3,31;32;33;30;34;35,35;29;30,76,12,1
7728,72,132,ECzw,EU~w,6,6,6,3,3,31;32;30;33;34;35,34;29;35,92,12,1
7729,72,133,ECzw,EV~w,6,6,6,3,3,31;30;32;33;34;35,33;28;34,85,12,1
7730,72,134,ECzw,E]yw,6,6,6,4,2,31;33;30;32;34;35,32;24;30;26,55,51,1
7731,72,135,ECzw,E]zg,6,6,6,4,2,33;30;31;32;34;35,30;26;32;24,64,41,1
7732,72,136,ECzw,E]zo,6,6,6,3,3,33;34;30;31;32;35,30;26;5,64,12,1
7733,72,137,ECzw,E]zw,6,6,6,3,3,33;30;31;32;34;35,35;29;30,77,12,1
7734,72,138,ECzw,E]~o,6,6,6,3,3,30;25;6;13;1;18,32;24;4,65,14,1
7735,72,139,ECzw,E]~w,6,6,6,3,3,30;25;6;13;1;18,34;29;35,98,14,1
7736,72,140,ECzw,E^~w,6,6,6,3,3,30;25;6;13;1;18,32;27;33,97,14,1
7737,72,141,ECzw,E~~w,6,6,6,3,3,30;25;6;13;1;18,31;24;30,134,16,1
7738,73,73,EC~o,EC~o,6,6,6,4,2,10;17;4;22;28;35,28;0;24;4,18,11,1
7739,73,74,EC~o,EC~w,6,6,6,4,2,10;17;4;22;28;35,28;5;29;35,31,43,1
7740,73,75,EC~o,EEhW,6,6,7,4,3,26;30;25;29;33;28;34,28;5;29;4,103,6,1
7741,73,76,EC~o,EEh_,6,6,8,8,0,24;31;26;4;27;34;29;33,27;0;29;19;24;3;26;32,152,487,1
7742,73,77,EC~o,EEho,6,6,7,6,1,24;32;25;35;27;28;33,27;29;3;0;26;5,71,171,1
7743,73,78,EC~o,EEhw,6,6,7,4,3,24;31;26;35;27;28;33,27;5;29;3,149,13,1
7744,73,79,EC~o,EEiW,6,6,8,6,2,25;26;30;29;27;33;28;34,27;28;0;3;24;4,705,58,1
7745,73,80,EC~o,EEio,6,6,7,6,1,25;26;30;28;35;27;33,27;0;29;3;26;5,82,38,1
7746,73,81,EC~o,EEjW,6,6,7,4,3,26;25;30;27;35;28;34,28;5;29;4,210,6,1
7747,73,82,EC~o,EEj_,6,6,6,4,2,25;30;26;27;35;28,29;0;24;5,7,6,1
7748,73,83,EC~o,EEjo,6,6,6,4,2,25;32;24;35;28;27,29;0;5;24,31,6,1
7749,73,84,EC~o,EEjw,6,6,6,4,2,11;17;5;23;29;35,29;0;5;24,48,39,1
7750,73,85,EC~o,EElw,6,6,7,4,3,24;31;26;28;33;29;34,27;4;28;3,342,13,1
7751,73,86,EC~o,EEno,6,6,6,4,2,25;32;24;27;35;28,27;5;29;3,75,11,1
7752,73,87,EC~o,EEnw,6,6,6,4,2,11;17;5;23;29;35,29;3;5;27,56,39,1
7753,73,88,EC~o,EEr_,6,6,7,4,3,26;27;34;29;35;30;25,29;0;5;24,51,6,1
7754,73,89,EC~o,EEro,6,6,7,4,3,26;28;33;24;31;29;35,29;0;5;24,136,6,1
7755,73,90,EC~o,EErw,6,6,6,4,2,11;17;5;23;29;35,29;0;5;24,17,22,1
7756,73,91,EC~o,EEuw,6,6,7,4,3,26;25;30;27;34;29;35,29;3;27;5,275,6,1
7757,73,92,EC~o,EEvo,6,6,7,4,3,11;17;5;2;28;35;22,29;3;27;5,123,6,1
7758,73,93,EC~o,EEvw,6,6,6,4,2,11;17;5;23;29;35,29;5;27;35,27,24,1
7759,73,94,EC~o,EEzO,6,6,7,4,3,26;30;25;27;35;28;34,28;0;4;24,180,6,1
7760,73,95,EC~o,EEz_,6,6,6,4,2,26;27;30;25;34;29,28;0;24;4,7,6,1
7761,73,96,EC~o,EEzg,6,6,6,4,2,26;27;30;25;34;29,28;0;4;24,91,6,1
7762,73,97,EC~o,EEzo,6,6,6,4,2,26;30;25;27;34;29,29;0;24;5,53,11,1
7763,73,98,EC~o,EEzw,6,6,6,4,2,11;17;5;23;29;35,29;4;5;28,67,35,1
7764,73,99,EC~o,EE~w,6,6,6,4,2,10;17;4;22;28;35,28;5;29;35,57,43,1
7765,73,100,EC~o,EFzW,6,6,6,4,2,9;16;3;21;27;34,27;5;29;3,28,12,1
7766,73,101,EC~o,EFz_,6,6,6,4,2,24;31;26;27;34;29,27;0;24;3,7,25,1
7767,73,102,EC~o,EFzo,6,6,6,4,2,24;31;26;28;33;29,27;0;24;3,35,19,1
7768,73,103,EC~o,EFzw,6,6,6,4,2,11;17;5;23;29;35,29;3;5;27,125,47,1
7769,73,104,EC~o,EF~w,6,6,6,4,2,9;16;5;23;27;34,27;4;28;34,79,60,1
7770,73,105,EC~o,EQjO,6,6,6,4,2,25;26;27;35;30;28,29;24;5;0,9,6,1
7771,73,106,EC~o,EQj_,6,6,7,6,1,27;35;28;25;31;24;32,25;5;24;1;29;0,50,46,1
7772,73,107,EC~o,EQjg,6,6,7,4,3,27;35;25;31;24;26;28,25;5;29;1,61,13,1
7773,73,108,EC~o,EQjo,6,6,6,4,2,25;27;35;28;30;26,29;0;24;5,50,6,1
7774,73,109,EC~o,EQjw,6,6,6,4,2,11;17;5;23;29;35,29;5;24;35,44,41,1
7775,73,110,EC~o,EQyw,6,6,6,4,2,25;35;27;34;24;26,28;5;29;4,63,15,1
7776,73,111,EC~o,EQzO,6,6,6,4,2,26;27;30;28;35;25,24;29;0;5,7,6,1
7777,73,112,EC~o,EQzW,6,6,6,4,2,26;27;30;28;35;25,28;5;29;4,89,6,1
7778,73,113,EC~o,EQzg,6,6,7,4,3,27;24;31;25;26;34;29,25;4;28;1,277,6,1
7779,73,114,EC~o,EQzo,6,6,6,4,2,27;30;25;35;26;28,29;0;24;5,60,19,1
7780,73,115,EC~o,EQzw,6,6,6,4,2,11;17;5;23;29;35,29;5;28;35,60,41,1
7781,73,116,EC~o,EQ~o,6,6,6,4,2,24;31;26;27;34;29,28;0;24;4,31,23,1
7782,73,117,EC~o,EQ~w,6,6,6,4,2,10;17;4;22;28;35,28;4;29;34,66,72,1
7783,73,118,EC~o,ETno,6,6,7,4,3,11;17;5;1;28;35;22,29;5;24;0,266,6,1
7784,73,119,EC~o,ETnw,6,6,6,4,2,11;17;5;23;29;35,29;5;24;35,35,24,1
7785,73,120,EC~o,ETzg,6,6,6,4,2,25;27;30;26;34;29,28;0;24;4,164,6,1
7786,73,121,EC~o,ETzo,6,6,6,4,2,25;33;28;35;24;32,29;0;24;5,84,11,1
7787,73,122,EC~o,ETzw,6,6,6,4,2,11;17;5;23;29;35,29;0;5;24,99,43,1
7788,73,123,EC~o,ET~w,6,6,6,4,2,10;17;4;22;28;35,28;4;29;34,91,47,1
7789,73,124,EC~o,EUZO,6,6,6,6,0,26;34;24;31;27;35,24;26;0;3;28;1,16,295,1
7790,73,125,EC~o,EUZ_,6,6,6,4,2,27;34;29;32;25;30,25;5;29;1,7,24,1
7791,73,126,EC~o,EUZo,6,6,6,4,2,28;30;25;32;27;35,25;5;29;1,22,19,1
7792,73,127,EC~o,EUZw,6,6,6,4,2,11;17;5;23;29;35,29;5;24;35,50,66,1
7793,73,128,EC~o,EUxo,6,6,6,4,2,24;31;26;33;28;35,26;5;29;2,7,49,1
7794,73,129,EC~o,EUzW,6,6,6,4,2,26;31;27;24;34;29,24;4;28;0,124,13,1
7795,73,130,EC~o,EUzo,6,6,6,4,2,25;32;27;34;24;35,29;0;24;5,40,31,1
7796,73,131,EC~o,EUzw,6,6,6,4,2,11;17;5;23;29;35,29;0;5;24,90,51,1
7797,73,132,EC~o,EU~w,6,6,6,4,2,10;17;4;22;28;35,28;5;29;35,101,60,1
7798,73,133,EC~o,EV~w,6,6,6,4,2,9;16;5;23;27;34,27;4;28;34,118,72,1
7799,73,134,EC~o,E]yw,6,6,6,4,2,25;27;30;35;32;28,26;0;24;2,79,23,1
7800,73,135,EC~o,E]zg,6,6,6,4,2,6;13;0;18;24;31,24;2;26;0,58,12,1
7801,73,136,EC~o,E]zo,6,6,6,4,2,27;34;32;29;24;31,24;2;26;0,48,15,1
7802,73,137,EC~o,E]zw,6,6,6,4,2,11;17;5;23;29;35,29;0;5;24,182,59,1
7803,73,138,EC~o,E]~o,6,6,6,4,2,24;31;26;33;28;29,26;0;24;2,60,17,1
7804,73,139,EC~o,E]~w,6,6,6,4,2,24;31;26;33;28;29,28;5;29;35,83,76,1
7805,73,140,EC~o,E^~w,6,6,6,4,2,24;31;26;33;28;29,26;3;27;33,115,93,1
7806,73,141,EC~o,E~~w,6,6,6,4,2,24;31;26;33;28;29,25;0;24;30,194,134,1
7807,74,74,EC~w,EC~w,6,6,6,3,3,10;17;4;22;28;35,28;35;29,69,10,1
7808,74,75,EC~w,EEhW,6,6,6,4,2,26;28;24;31;33;29,28;29;34;35,8,19,1
7809,74,76,EC~w,EEh_,6,6,6,4,2,24;31;26;28;33;29,27;34;25;32,7,5,1
7810,74,77,EC~w,EEho,6,6,6,4,2,24;32;25;27;34;29,27;35;24;32,12,24,1
7811,74,78,EC~w,EEhw,6,6,6,4,2,24;31;26;28;33;29,27;29;35;33,37,41,1
7812,74,79,EC~w,EEiW,6,6,6,4,2,25;27;26;28;24;29,27;34;25;32,13,9,1
7813,74,80,EC~w,EEio,6,6,6,4,2,25;27;32;24;34;29,27;34;32;25,13,14,1
7814,74,81,EC~w,EEjW,6,6,6,4,2,26;28;31;24;33;29,28;29;34;35,25,25,1
7815,74,82,EC~w,EEj_,6,6,6,4,2,25;32;24;27;34;29,29;30;35;24,8,25,1
7816,74,83,EC~w,EEjo,6,6,6,4,2,25;32;34;30;27;29,29;30;35;24,25,37,1
7817,74,84,EC~w,EEjw,6,6,6,3,3,11;17;5;23;29;35,29;24;35,56,10,1
7818,74,85,EC~w,EElw,6,6,6,3,3,24;31;26;28;33;29,27;34;5,41,12,1
7819,74,86,EC~w,EEno,6,6,6,4,2,25;32;24;27;34;29,27;35;29;33,51,39,1
7820,74,87,EC~w,EEnw,6,6,6,3,3,11;17;5;23;29;35,29;33;35,82,10,1
7821,74,88,EC~w,EEr_,6,6,6,4,2,26;29;33;28;24;31,29;30;35;24,8,15,1
7822,74,89,EC~w,EEro,6,6,6,4,2,26;29;34;27;30;25,29;30;35;24,31,21,1
7823,74,90,EC~w,EErw,6,6,6,3,3,11;17;5;23;29;35,29;35;24,24,8,1
7824,74,91,EC~w,EEuw,6,6,6,4,2,26;29;31;24;33;28,29;27;35;33,46,25,1
7825,74,92,EC~w,EEvo,6,6,6,4,2,26;29;24;31;34;27,29;26;33;27,44,27,1
7826,74,93,EC~w,EEvw,6,6,6,3,3,11;17;5;23;29;35,29;35;27,36,8,1
7827,74,94,EC~w,EEzO,6,6,6,4,2,26;28;24;31;33;29,28;24;34;30,21,19,1
7828,74,95,EC~w,EEz_,6,6,6,4,2,26;27;24;31;28;35,28;30;34;24,8,23,1
7829,74,96,EC~w,EEzg,6,6,6,4,2,26;27;24;31;28;35,28;30;34;24,41,33,1
7830,74,97,EC~w,EEzo,6,6,6,4,2,26;30;25;27;28;35,29;30;35;24,27,35,1
7831,74,98,EC~w,EEzw,6,6,6,3,3,11;17;5;23;29;35,29;34;35,85,10,1
7832,74,99,EC~w,EE~w,6,6,6,3,3,10;17;4;22;28;35,28;35;29,85,10,1
7833,74,100,EC~w,EFzW,6,6,6,4,2,26;30;25;29;27;34,27;35;33;29,61,43,1
7834,74,101,EC~w,EFz_,6,6,6,4,2,24;31;26;27;34;29,27;30;24;33,8,31,1
7835,74,102,EC~w,EFzo,6,6,6,4,2,24;31;26;28;33;29,27;30;33;24,63,47,1
7836,74,103,EC~w,EFzw,6,6,6,3,3,24;31;26;27;34;29,29;33;35,82,12,1
7837,74,104,EC~w,EF~w,6,6,6,3,3,24;31;26;27;34;29,27;34;28,96,12,1
7838,74,105,EC~w,EQjO,6,6,6,4,2,25;26;27;24;28;29,29;24;35;30,8,21,1
7839,74,106,EC~w,EQj_,6,6,6,5,1,27;25;28;35;24;32,25;29;31;24;30,21,58,1
7840,74,107,EC~w,EQjg,6,6,6,4,2,27;25;30;32;34;29,25;29;31;35,30,23,1
7841,74,108,EC~w,EQjo,6,6,6,4,2,25;27;28;35;24;32,29;24;35;30,41,39,1
7842,74,109,EC~w,EQjw,6,6,6,3,3,11;17;5;23;29;35,29;35;24,54,10,1
7843,74,110,EC~w,EQyw,6,6,6,4,2,25;27;30;32;28;29,28;35;34;29,62,33,1
7844,74,111,EC~w,EQzO,6,6,6,4,2,26;27;24;25;28;29,24;29;30;35,8,31,1
7845,74,112,EC~w,EQzW,6,6,6,4,2,26;27;24;34;25;35,28;29;34;35,43,41,1
7846,74,113,EC~w,EQzg,6,6,6,4,2,27;25;30;32;28;29,25;27;28;34,30,27,1
7847,74,114,EC~w,EQzo,6,6,6,4,2,27;30;25;32;28;29,29;24;35;28,35,45,1
7848,74,115,EC~w,EQzw,6,6,6,3,3,11;17;5;23;29;35,29;35;28,48,10,1
7849,74,116,EC~w,EQ~o,6,6,6,4,2,24;31;26;33;28;29,28;24;34;29,42,73,1
7850,74,117,EC~w,EQ~w,6,6,6,3,3,24;31;26;33;28;29,28;35;29,56,12,1
7851,74,118,EC~w,ETno,6,6,6,4,2,25;29;34;30;26;27,29;25;30;24,55,27,1
7852,74,119,EC~w,ETnw,6,6,6,3,3,11;17;5;23;29;35,29;35;24,38,8,1
7853,74,120,EC~w,ETzg,6,6,6,4,2,25;27;30;26;28;35,28;24;34;30,61,41,1
7854,74,121,EC~w,ETzo,6,6,6,4,2,25;33;28;30;26;29,29;24;35;30,50,43,1
7855,74,122,EC~w,ETzw,6,6,6,3,3,11;17;5;23;29;35,29;30;35,88,10,1
7856,74,123,EC~w,ET~w,6,6,6,3,3,10;17;4;22;28;35,28;35;29,75,10,1
7857,74,124,EC~w,EUZO,6,6,6,4,2,26;28;24;31;33;29,24;26;33;31,38,33,1
7858,74,125,EC~w,EUZ_,6,6,6,4,2,27;34;29;24;31;26,24;26;35;31,20,31,1
7859,74,126,EC~w,EUZo,6,6,6,4,2,28;30;25;32;27;29,25;29;35;31,43,45,1
7860,74,127,EC~w,EUZw,6,6,6,3,3,24;31;26;33;28;29,29;24;35,58,12,1
7861,74,128,EC~w,EUxo,6,6,6,4,2,24;31;26;33;28;29,26;29;32;35,8,55,1
7862,74,129,EC~w,EUzW,6,6,6,3,3,26;31;24;33;28;29,24;34;5,51,12,1
7863,74,130,EC~w,EUzo,6,6,6,4,2,25;32;27;34;24;29,29;24;35;30,61,61,1
7864,74,131,EC~w,EUzw,6,6,6,3,3,25;32;27;30;28;29,29;30;35,63,12,1
7865,74,132,EC~w,EU~w,6,6,6,3,3,25;32;30;27;28;29,28;35;29,94,12,1
7866,74,133,EC~w,EV~w,6,6,6,3,3,25;30;32;27;28;29,27;34;28,94,12,1
7867,74,134,EC~w,E]yw,6,6,6,4,2,25;27;30;32;28;29,26;24;32;30,97,61,1
7868,74,135,EC~w,E]zg,6,6,6,4,2,27;24;31;32;28;29,24;26;30;25,105,51,1
7869,74,136,EC~w,E]zo,6,6,6,3,3,27;34;32;24;25;29,24;32;5,66,12,1
7870,74,137,EC~w,E]zw,6,6,6,3,3,27;24;31;32;28;29,29;30;35,120,12,1
7871,74,138,EC~w,E]~o,6,6,6,3,3,24;31;26;33;28;29,26;30;4,65,14,1
7872,74,139,EC~w,E]~w,6,6,6,3,3,24;31;26;33;28;29,28;35;29,81,14,1
7873,74,140,EC~w,E^~w,6,6,6,3,3,24;31;26;33;28;29,26;33;27,121,14,1
7874,74,141,EC~w,E~~w,6,6,6,3,3,24;31;26;33;28;29,25;30;24,184,16,1
7875,75,75,EEhW,EEhW,6,6,9,4,5,16;4;25;28;27;32;34;9;21,28;34;29;35,140,6,1
7876,75,76,EEhW,EEh_,6,6,10,8,2,24;25;26;27;28;29;18;11;21;8,27;28;31;24;35;25;22;18,140,170,1
7877,75,77,EEhW,EEho,6,6,9,6,3,24;26;25;12;29;22;21;9;20,27;29;33;26;30;35,182,35,1
7878,75,78,EEhW,EEhw,6,6,8,4,4,24;17;29;5;30;11;23;35,27;29;33;35,70,6,1
7879,75,79,EEhW,EEiW,6,6,9,6,3,15;26;3;10;31;33;22;28;27,27;28;33;24;34;30,88,10,1
7880,75,80,EEhW,EEio,6,6,9,6,3,15;19;26;12;31;18;32;0;6,27;33;29;26;30;35,150,10,1
7881,75,81,EEhW,EEjW,6,6,8,4,4,26;32;17;29;5;11;23;35,28;34;29;35,189,6,1
7882,75,82,EEhW,EEj_,6,6,9,4,5,25;26;24;12;0;31;32;18;6,29;30;24;35,202,5,1
7883,75,83,EEhW,EEjo,6,6,8,4,4,17;28;29;5;34;11;23;35,29;30;35;24,143,6,1
