global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
7884,75,84,EEhW,EEjw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,8,17,1
7885,75,85,EEhW,EElw,6,6,8,4,4,15;26;27;3;32;9;21;33,27;34;28;33,131,13,1
7886,75,86,EEhW,EEno,6,6,8,4,4,15;26;27;3;32;9;21;33,27;35;29;33,231,12,1
7887,75,87,EEhW,EEnw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,9,16,1
7888,75,88,EEhW,EEr_,6,6,9,4,5,17;20;12;32;1;6;30;19;24,29;30;35;24,260,6,1
7889,75,89,EEhW,EEro,6,6,8,4,4,17;5;11;29;28;34;23;35,29;30;35;24,51,7,1
7890,75,90,EEhW,EErw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,8,7,1
7891,75,91,EEhW,EEuw,6,6,8,4,4,17;5;11;29;25;31;23;35,29;33;35;27,97,7,1
7892,75,92,EEhW,EEvo,6,6,8,4,4,17;5;11;29;28;34;8;23,29;33;35;27,102,7,1
7893,75,93,EEhW,EEvw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,8,7,1
7894,75,94,EEhW,EEzO,6,6,9,4,5,16;4;32;34;28;27;29;9;21,28;34;24;30,356,6,1
7895,75,95,EEhW,EEz_,6,6,9,4,5,26;24;25;12;1;32;6;9;18,28;30;24;34,530,5,1
7896,75,96,EEhW,EEzg,6,6,8,4,4,16;27;28;23;5;33;11;34,28;30;34;24,226,6,1
7897,75,97,EEhW,EEzo,6,6,8,4,4,17;5;34;11;23;28;29;35,29;30;35;24,243,6,1
7898,75,98,EEhW,EEzw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,9,16,1
7899,75,99,EEhW,EE~w,6,6,6,4,2,16;28;4;11;23;34,28;34;29;35,8,19,1
7900,75,100,EEhW,EFzW,6,6,7,4,3,15;4;9;33;22;27;28,27;35;33;29,77,6,1
7901,75,101,EEhW,EFz_,6,6,8,4,4,24;15;13;19;20;30;2;7,27;30;24;33,402,5,1
7902,75,102,EEhW,EFzo,6,6,7,4,3,15;28;27;23;11;34;3,27;30;24;33,201,6,1
7903,75,103,EEhW,EFzw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,16,21,1
7904,75,104,EEhW,EF~w,6,6,6,4,2,15;27;3;10;22;33,27;15;22;10,8,31,1
7905,75,105,EEhW,EQjO,6,6,8,4,4,25;12;27;24;20;22;23;11,29;24;35;30,83,5,1
7906,75,106,EEhW,EQj_,6,6,9,6,3,25;27;33;11;23;22;12;24;20,25;31;29;35;24;30,127,10,1
7907,75,107,EEhW,EQjg,6,6,8,4,4,17;27;29;33;5;11;23;35,25;31;29;35,39,6,1
7908,75,108,EEhW,EQjo,6,6,8,4,4,17;28;29;5;34;11;23;35,29;30;24;35,131,6,1
7909,75,109,EEhW,EQjw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,15,14,1
7910,75,110,EEhW,EQyw,6,6,8,4,4,16;27;28;4;33;10;22;34,28;35;29;34,180,6,1
7911,75,111,EEhW,EQzO,6,6,8,4,4,26;13;24;25;21;22;23;10,24;29;30;35,98,5,1
7912,75,112,EEhW,EQzW,6,6,8,4,4,16;27;28;4;33;10;22;34,28;35;29;34,216,6,1
7913,75,113,EEhW,EQzg,6,6,8,4,4,27;33;16;28;4;11;23;34,25;31;28;34,273,6,1
7914,75,114,EEhW,EQzo,6,6,8,4,4,17;5;11;35;34;23;28;29,29;30;35;24,241,12,1
7915,75,115,EEhW,EQzw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,19,18,1
7916,75,116,EEhW,EQ~o,6,6,7,4,3,16;5;10;34;23;28;29,28;30;34;24,221,18,1
7917,75,117,EEhW,EQ~w,6,6,6,4,2,16;28;4;11;23;34,28;16;23;11,29,29,1
7918,75,118,EEhW,ETno,6,6,8,4,4,17;5;11;29;28;34;7;23,29;35;24;30,151,7,1
7919,75,119,EEhW,ETnw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,13,7,1
7920,75,120,EEhW,ETzg,6,6,8,4,4,16;27;28;4;33;11;7;22,28;30;24;34,327,6,1
7921,75,121,EEhW,ETzo,6,6,8,4,4,17;5;34;11;23;28;29;30,29;30;24;35,383,6,1
7922,75,122,EEhW,ETzw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,24,17,1
7923,75,123,EEhW,ET~w,6,6,6,4,2,16;28;4;11;23;34,28;34;29;35,23,19,1
7924,75,124,EEhW,EUZO,6,6,8,6,2,12;14;25;20;7;1;18;31,24;26;33;30;28;31,315,74,1
7925,75,125,EEhW,EUZ_,6,6,8,4,4,12;14;25;18;20;31;1;7,25;29;31;35,320,7,1
7926,75,126,EEhW,EUZo,6,6,8,4,4,28;17;29;18;34;5;6;31,25;29;31;35,257,6,1
7927,75,127,EEhW,EUZw,6,6,6,4,2,17;29;5;11;23;35,29;24;35;30,22,34,1
7928,75,128,EEhW,EUxo,6,6,8,4,4,24;25;26;13;21;22;23;10,26;29;32;35,208,5,1
7929,75,129,EEhW,EUzW,6,6,8,4,4,12;4;17;33;28;21;10;8,24;34;28;30,453,13,1
7930,75,130,EEhW,EUzo,6,6,8,4,4,25;12;24;20;1;8;31;33,29;30;24;35,546,6,1
7931,75,131,EEhW,EUzw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,25,24,1
7932,75,132,EEhW,EU~w,6,6,6,4,2,16;28;4;11;23;34,28;16;23;11,30,28,1
7933,75,133,EEhW,EV~w,6,6,6,4,2,15;27;3;10;22;33,27;15;22;10,32,32,1
7934,75,134,EEhW,E]yw,6,6,7,4,3,25;12;24;23;11;31;0,26;30;24;32,128,6,1
7935,75,135,EEhW,E]zg,6,6,7,4,3,12;1;6;30;19;24;25,24;32;30;26,92,6,1
7936,75,136,EEhW,E]zo,6,6,7,4,3,12;1;6;30;19;24;25,24;32;26;30,263,16,1
7937,75,137,EEhW,E]zw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,37,24,1
7938,75,138,EEhW,E]~o,6,6,7,4,3,24;25;12;1;6;18;31,26;30;24;32,221,19,1
7939,75,139,EEhW,E]~w,6,6,6,4,2,16;28;4;11;23;34,28;16;23;11,95,32,1
7940,75,140,EEhW,E^~w,6,6,6,4,2,14;26;2;9;21;32,26;14;21;9,138,39,1
7941,75,141,EEhW,E~~w,6,6,6,4,2,24;12;19;1;30;6,25;13;18;6,59,47,1
7942,76,76,EEh_,EEh_,6,6,10,8,2,3;10;26;15;11;0;7;29;12;8,0;23;33;14;3;20;30;17,50,9,2
7943,76,77,EEh_,EEho,6,6,10,8,2,3;9;16;20;17;0;14;6;23;13,21;29;8;12;9;32;4;3,497,943,1
7944,76,78,EEh_,EEhw,6,6,10,8,2,3;10;5;31;16;6;23;13;28;35,21;29;8;12;17;9;4;23,1499,2033,1
7945,76,79,EEh_,EEiW,6,6,10,8,2,3;9;15;4;32;21;27;33;22;14,21;28;8;13;3;10;26;31,144,62,1
7946,76,80,EEh_,EEio,6,6,10,8,2,3;9;15;21;27;33;4;32;2;34,21;13;3;31;28;8;26;10,160,149,1
7947,76,81,EEh_,EEjW,6,6,10,8,2,4;10;16;22;28;34;3;31;21;13,22;28;4;10;29;7;9;17,467,382,1
7948,76,82,EEh_,EEj_,6,6,10,8,2,5;11;15;16;18;0;6;13;14;23,23;0;35;6;18;5;30;11,158,221,2
7949,76,83,EEh_,EEjo,6,6,9,8,1,5;11;15;16;18;23;28;34;13,23;0;35;6;5;18;17;24,198,971,1
7950,76,84,EEh_,EEjw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;6;11;17,7,348,1
7951,76,85,EEh_,EElw,6,6,10,6,4,3;10;15;11;26;21;2;27;33;34,21;4;28;35;11;15,2374,214,1
7952,76,86,EEh_,EEno,6,6,8,7,1,3;11;15;26;21;33;29;8,21;5;17;24;35;2;9,90,496,1
7953,76,87,EEh_,EEnw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;9;11;17,8,342,1
7954,76,88,EEh_,EEr_,6,6,10,8,2,5;32;23;14;0;13;6;18;31;24,23;0;35;6;5;18;17;24,240,78,2
7955,76,89,EEh_,EEro,6,6,10,8,2,5;11;17;23;29;35;22;12;4;30,23;0;35;6;5;18;17;24,243,105,1
7956,76,90,EEh_,EErw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;6;11;17,7,101,1
7957,76,91,EEh_,EEuw,6,6,10,8,2,5;11;17;23;29;35;19;15;1;33,23;29;5;21;17;27;9;3,300,396,1
7958,76,92,EEh_,EEvo,6,6,8,8,0,5;32;23;14;28;10;34;16,23;29;5;21;17;27;9;3,66,378,1
7959,76,93,EEh_,EEvw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;11;17;35,7,107,1
7960,76,94,EEh_,EEzO,6,6,8,8,0,4;32;2;34;9;21;29;17,22;28;6;4;10;30;3;5,24,237,1
7961,76,95,EEh_,EEz_,6,6,10,8,2,4;11;16;24;9;0;7;12;28;8,22;0;34;6;18;4;30;10,1777,142,2
7962,76,96,EEh_,EEzg,6,6,9,8,1,4;11;16;3;30;28;21;33;8,22;0;12;29;10;17;18;24,597,616,1
7963,76,97,EEh_,EEzo,6,6,8,7,1,5;11;16;18;29;35;22;12,23;0;34;15;26;11;10,153,362,1
7964,76,98,EEh_,EEzw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;10;11;17,9,301,1
7965,76,99,EEh_,EE~w,6,6,6,4,2,4;11;16;28;23;34,22;29;10;17,7,5,1
7966,76,100,EEh_,EFzW,6,6,8,7,1,3;10;15;29;21;28;34;17,21;5;33;6;29;15;20,211,355,1
7967,76,101,EEh_,EFz_,6,6,10,8,2,3;0;10;5;16;30;7;2;13;33,0;21;12;27;3;18;15;24,2972,128,2
7968,76,102,EEh_,EFzo,6,6,8,7,1,3;22;27;16;34;35;11;4,21;0;12;29;9;30;4,635,400,1
7969,76,103,EEh_,EFzw,6,6,6,6,0,5;11;23;29;17;35,23;5;29;9;11;17,7,299,1
7970,76,104,EEh_,EF~w,6,6,6,4,2,3;10;21;34;16;27,21;28;9;16,7,5,1
7971,76,105,EEh_,EQjO,6,6,10,8,2,5;11;15;23;13;26;10;14;22;6,23;18;5;0;35;17;24;6,612,1072,1
7972,76,106,EEh_,EQj_,6,6,10,8,2,1;7;13;19;15;0;34;18;32;24,19;15;1;33;24;10;12;22,482,226,1
7973,76,107,EEh_,EQjg,6,6,10,8,2,1;7;13;19;15;24;0;18;32;34,19;25;11;1;35;7;23;5,1127,329,1
7974,76,108,EEh_,EQjo,6,6,9,8,1,5;11;15;23;28;34;13;16;18,23;0;24;8;32;13;15;5,212,1107,1
7975,76,109,EEh_,EQjw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;11;17;35,7,344,1
7976,76,110,EEh_,EQyw,6,6,8,7,1,4;10;15;23;28;21;34;17,22;5;13;29;16;30;9,25,421,1
7977,76,111,EEh_,EQzO,6,6,10,8,2,0;10;12;5;7;17;8;9;24;29,18;23;0;5;30;35;6;11,2765,2063,1
7978,76,112,EEh_,EQzW,6,6,9,8,1,4;10;12;22;27;33;14;15;23,22;5;29;17;30;9;4;10,723,1545,1
7979,76,113,EEh_,EQzg,6,6,8,8,0,1;33;3;31;18;26;6;14,19;25;1;7;28;6;8;16,26,440,1
7980,76,114,EEh_,EQzo,6,6,8,7,1,5;11;13;19;29;22;16;35,23;25;11;30;13;12;2,105,788,1
7981,76,115,EEh_,EQzw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;11;17;35,7,331,1
7982,76,116,EEh_,EQ~o,6,6,8,7,1,4;11;22;29;35;17;28;10,22;12;27;30;15;4;7,651,2233,1
7983,76,117,EEh_,EQ~w,6,6,6,4,2,4;11;22;35;17;28,22;29;10;17,7,5,1
7984,76,118,EEh_,ETno,6,6,8,8,0,5;31;23;13;28;10;34;16,23;29;5;18;17;24;6;0,64,456,1
7985,76,119,EEh_,ETnw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;11;17;35,7,107,1
7986,76,120,EEh_,ETzg,6,6,9,8,1,4;11;16;28;21;33;7;3;30,22;0;24;8;32;28;4;10,867,757,1
7987,76,121,EEh_,ETzo,6,6,8,7,1,5;11;16;18;29;35;22;12,23;0;35;8;24;17;19,170,766,1
7988,76,122,EEh_,ETzw,6,6,6,6,0,5;11;17;23;29;35,23;29;5;6;11;17,9,355,1
7989,76,123,EEh_,ET~w,6,6,6,4,2,4;11;16;28;23;34,22;29;10;17,7,5,1
7990,76,124,EEh_,EUZO,6,6,8,7,1,0;6;16;19;24;22;30;13,18;4;32;14;7;27;15,10,472,1
7991,76,125,EEh_,EUZ_,6,6,8,7,1,0;7;2;13;32;30;19;25,18;26;10;15;1;35;7,9,280,1
7992,76,126,EEh_,EUZo,6,6,8,7,1,1;8;13;24;19;26;31;6,19;26;11;35;3;13;22,105,610,1
7993,76,127,EEh_,EUZw,6,6,6,6,0,5;11;23;29;17;35,23;12;5;34;31;11,7,847,1
7994,76,128,EEh_,EUxo,6,6,8,6,2,2;19;26;15;21;13;8;32,0;23;33;25;10;14,116,13,1
7995,76,129,EEh_,EUzW,6,6,8,6,2,0;10;12;18;25;28;7;30,18;4;28;12;35;11,195,202,1
7996,76,130,EEh_,EUzo,6,6,8,6,2,5;22;29;16;33;14;9;10,23;0;33;14;25;10,534,262,1
7997,76,131,EEh_,EUzw,6,6,6,6,0,5;11;23;29;17;35,23;5;29;6;11;17,7,541,1
7998,76,132,EEh_,EU~w,6,6,6,4,2,4;11;22;35;17;28,22;29;10;17,7,5,1
7999,76,133,EEh_,EV~w,6,6,6,4,2,3;10;21;34;16;27,21;28;9;16,7,5,1
8000,76,134,EEh_,E]yw,6,6,8,6,2,2;21;26;15;33;34;10;18,20;0;34;17;25;9,1038,265,1
8001,76,135,EEh_,E]zg,6,6,8,7,1,0;7;12;26;18;25;31;14,18;24;0;20;33;8;16,273,977,1
8002,76,136,EEh_,E]zo,6,6,8,6,2,0;7;18;25;31;13;14;6,18;2;35;6;26;17,806,254,1
8003,76,137,EEh_,E]zw,6,6,6,6,0,5;11;23;29;17;35,23;5;29;6;11;17,7,478,1
8004,76,138,EEh_,E]~o,6,6,8,6,2,2;20;27;9;33;15;12;8,0;20;24;14;34;10,2037,361,1
8005,76,139,EEh_,E]~w,6,6,6,4,2,4;11;22;35;17;28,22;4;35;17,7,5,1
8006,76,140,EEh_,E^~w,6,6,6,4,2,2;9;20;33;15;26,20;27;8;15,7,9,1
8007,76,141,EEh_,E~~w,6,6,6,4,2,1;19;30;6;12;24,0;18;31;13,7,5,1
8008,77,77,EEho,EEho,6,6,9,7,2,3;30;26;34;11;2;27;15;7,21;23;33;30;4;14;5,282,478,1
8009,77,78,EEho,EEhw,6,6,9,6,3,3;16;5;31;10;33;27;22;14,21;23;33;5;29;3,779,180,1
8010,77,79,EEho,EEiW,6,6,9,8,1,3;15;20;16;28;22;9;33;1,21;28;33;18;15;0;16;34,135,185,1
8011,77,80,EEho,EEio,6,6,9,7,2,3;15;9;1;33;20;22;26;28,21;27;3;4;30;23;14,174,147,1
8012,77,81,EEho,EEjW,6,6,9,6,3,4;16;10;2;34;27;21;19;15,22;34;23;16;5;35,390,51,1
8013,77,82,EEho,EEj_,6,6,9,6,3,5;31;32;24;18;0;13;6;14,23;30;5;18;29;0,264,58,1
8014,77,83,EEho,EEjo,6,6,8,6,2,5;15;16;28;13;23;11;34,23;30;5;18;29;0,242,81,1
8015,77,84,EEho,EEjw,6,6,6,5,1,5;17;29;11;23;35,23;35;18;17;29,12,111,1
8016,77,85,EEho,EElw,6,6,9,5,4,3;16;20;31;27;28;22;10;33,21;28;3;35;16,1215,95,1
8017,77,86,EEho,EEno,6,6,8,5,3,3;17;20;27;14;23;9;33,21;35;17;24;2,221,62,1
8018,77,87,EEho,EEnw,6,6,6,5,1,5;17;29;11;23;35,23;35;21;17;29,13,119,1
8019,77,88,EEho,EEr_,6,6,9,6,3,5;32;14;0;13;6;31;24;18,23;35;18;17;30;0,255,41,1
8020,77,89,EEho,EEro,6,6,9,6,3,5;17;11;29;22;34;24;23;35,23;35;18;17;30;0,249,43,1
8021,77,90,EEho,EErw,6,6,6,5,1,5;17;11;29;23;35,23;35;18;17;29,11,37,1
8022,77,91,EEho,EEuw,6,6,9,6,3,5;17;11;29;19;31;27;23;35,23;35;21;17;33;3,450,51,1
8023,77,92,EEho,EEvo,6,6,8,6,2,5;17;11;29;8;22;34;27,23;35;21;17;33;3,93,51,1
8024,77,93,EEho,EEvw,6,6,6,5,1,5;17;11;29;23;35,23;35;21;17;29,11,37,1
8025,77,94,EEho,EEzO,6,6,8,6,2,4;32;28;34;9;21;29;17,22;34;18;16;0;30,122,48,1
8026,77,95,EEho,EEz_,6,6,9,6,3,4;17;3;21;10;35;22;29;12,22;30;4;18;28;0,787,51,1
8027,77,96,EEho,EEzg,6,6,8,6,2,4;17;3;21;11;35;27;2,22;30;4;18;28;0,294,65,1
8028,77,97,EEho,EEzo,6,6,8,5,3,5;17;4;29;22;34;11;9,23;30;4;27;14,321,35,1
8029,77,98,EEho,EEzw,6,6,6,5,1,5;17;29;11;23;35,23;35;22;17;29,13,117,1
8030,77,99,EEho,EE~w,6,6,6,4,2,4;17;10;22;29;34,22;35;4;17,12,24,1
8031,77,100,EEho,EFzW,6,6,7,5,2,3;16;9;27;22;33;34,21;14;35;3;24,105,81,1
8032,77,101,EEho,EFz_,6,6,9,6,3,18;25;20;31;15;0;8;13;2,21;30;3;18;12;33,3013,94,1
8033,77,102,EEho,EFzo,6,6,7,5,2,3;22;27;16;34;35;11,21;30;12;29;4,137,55,1
8034,77,103,EEho,EFzw,6,6,6,5,1,5;11;17;29;23;35,23;35;21;17;29,27,153,1
8035,77,104,EEho,EF~w,6,6,6,4,2,3;10;17;27;35;22,21;34;3;16,13,37,1
8036,77,105,EEho,EQjO,6,6,9,6,3,5;31;29;33;6;20;16;28;18,23;18;35;17;0;30,423,78,1
8037,77,106,EEho,EQj_,6,6,9,8,1,1;33;25;31;22;6;18;26;14,19;31;23;13;5;18;30;12,184,432,1
8038,77,107,EEho,EQjg,6,6,9,6,3,1;33;25;31;18;20;28;16;6,19;31;23;13;5;35,323,46,1
8039,77,108,EEho,EQjo,6,6,8,6,2,5;15;11;23;28;13;34;16,23;18;35;17;30;0,186,78,1
8040,77,109,EEho,EQjw,6,6,6,5,1,5;17;29;11;23;35,23;35;18;17;29,15,111,1
8041,77,110,EEho,EQyw,6,6,8,6,2,4;16;29;27;22;34;9;11,22;35;4;23;28;5,216,226,1
8042,77,111,EEho,EQzO,6,6,9,6,3,0;16;5;33;29;14;6;31;18,18;23;30;4;35;1,1061,44,1
8043,77,112,EEho,EQzW,6,6,8,6,2,4;12;27;14;22;10;33;15,22;23;34;16;35;5,488,52,1
8044,77,113,EEho,EQzg,6,6,8,6,2,1;33;25;31;18;26;14;6,19;31;22;13;4;34,141,51,1
8045,77,114,EEho,EQzo,6,6,8,6,2,5;17;7;25;23;28;35;10,23;35;18;17;30;0,279,325,1
8046,77,115,EEho,EQzw,6,6,6,5,1,5;17;29;11;23;35,23;35;22;17;29,15,103,1
8047,77,116,EEho,EQ~o,6,6,7,6,1,4;11;17;28;23;35;22,22;34;18;16;30;0,176,883,1
8048,77,117,EEho,EQ~w,6,6,6,4,2,4;11;16;28;23;34,22;35;4;17,23,30,1
8049,77,118,EEho,ETno,6,6,8,6,2,5;17;11;29;7;22;34;24,23;35;18;17;30;0,143,53,1
8050,77,119,EEho,ETnw,6,6,6,5,1,5;17;11;29;23;35,23;35;18;17;29,15,37,1
8051,77,120,EEho,ETzg,6,6,8,6,2,4;17;21;3;1;11;35;27,22;18;34;16;30;0,485,59,1
8052,77,121,EEho,ETzo,6,6,8,5,3,5;17;10;24;28;23;35;6,23;13;30;5;26,517,71,1
8053,77,122,EEho,ETzw,6,6,6,5,1,5;17;29;11;23;35,23;35;18;17;29,16,113,1
8054,77,123,EEho,ET~w,6,6,6,4,2,4;17;10;22;29;34,22;35;4;17,26,24,1
8055,77,124,EEho,EUZO,6,6,8,6,2,0;32;25;19;2;13;30;7,18;20;24;1;33;16,135,147,1
8056,77,125,EEho,EUZ_,6,6,8,6,2,0;13;22;24;6;16;19;30,18;20;35;1;17;31,94,136,1
8057,77,126,EEho,EUZo,6,6,8,6,2,1;14;7;18;12;25;20;31,19;32;23;5;29;1,306,354,1
8058,77,127,EEho,EUZw,6,6,6,5,1,5;11;17;29;23;35,23;35;18;17;29,33,257,1
8059,77,128,EEho,EUxo,6,6,8,6,2,18;5;29;16;22;12;11;35,20;23;32;5;29;2,406,485,1
8060,77,129,EEho,EUzW,6,6,8,5,3,0;16;6;24;19;13;8;31,18;34;0;29;16,400,99,1
8061,77,130,EEho,EUzo,6,6,8,5,3,5;22;29;16;33;34;9;6,23;30;5;26;13,1020,126,1
8062,77,131,EEho,EUzw,6,6,6,5,1,5;11;17;29;23;35,23;35;18;17;29,37,215,1
8063,77,132,EEho,EU~w,6,6,6,4,2,4;11;16;28;23;34,22;35;4;17,23,30,1
8064,77,133,EEho,EV~w,6,6,6,4,2,3;10;17;27;35;22,21;34;3;16,28,37,1
8065,77,134,EEho,E]yw,6,6,7,5,2,2;21;26;15;33;34;10,20;30;2;29;13,173,154,1
8066,77,135,EEho,E]zg,6,6,7,5,2,0;13;6;24;19;30;31,18;15;0;32;28,119,97,1
8067,77,136,EEho,E]zo,6,6,7,5,2,0;7;17;18;25;31;13,18;32;0;29;14,199,137,1
8068,77,137,EEho,E]zw,6,6,6,5,1,5;11;17;29;23;35,23;35;18;17;29,42,225,1
8069,77,138,EEho,E]~o,6,6,7,5,2,18;25;0;13;30;7;19,20;30;2;28;12,365,155,1
8070,77,139,EEho,E]~w,6,6,6,4,2,4;11;16;28;23;34,22;35;4;17,44,40,1
8071,77,140,EEho,E^~w,6,6,6,4,2,2;9;16;26;34;21,20;33;2;15,44,62,1
8072,77,141,EEho,E~~w,6,6,6,4,2,18;0;13;25;31;6,19;1;30;12,156,83,1
8073,78,78,EEhw,EEhw,6,6,8,4,4,3;5;30;31;32;34;33;35,21;29;34;35,272,11,1
8074,78,79,EEhw,EEiW,6,6,9,6,3,3;20;16;31;33;22;28;21;9,21;28;34;33;30;18,314,35,1
8075,78,80,EEhw,EEio,6,6,9,6,3,3;31;33;20;0;30;34;32;35,21;33;18;35;32;23,440,57,1
8076,78,81,EEhw,EEjW,6,6,8,4,4,4;32;34;5;30;33;31;35,22;34;23;35,150,6,1
8077,78,82,EEhw,EEj_,6,6,8,4,4,5;0;31;33;10;16;8;14,23;30;35;18,116,6,1
8078,78,83,EEhw,EEjo,6,6,8,4,4,5;22;11;34;17;29;23;35,23;30;35;18,434,6,1
8079,78,84,EEhw,EEjw,6,6,6,4,2,5;11;17;35;23;29,23;35;30;5,33,42,1
8080,78,85,EEhw,EElw,6,6,8,4,4,3;20;9;32;15;27;21;33,21;34;33;22,620,27,1
8081,78,86,EEhw,EEno,6,6,7,4,3,5;11;17;34;23;28;13,21;35;33;23,273,19,1
8082,78,87,EEhw,EEnw,6,6,6,4,2,5;11;17;35;23;29,23;35;33;21,41,40,1
8083,78,88,EEhw,EEr_,6,6,8,4,4,5;32;35;0;33;34;31;30,23;30;35;18,61,6,1
8084,78,89,EEhw,EEro,6,6,8,4,4,5;11;17;23;28;34;29;35,23;30;35;18,171,6,1
8085,78,90,EEhw,EErw,6,6,6,4,2,5;11;17;23;29;35,23;35;30;5,20,18,1
8086,78,91,EEhw,EEuw,6,6,8,4,4,5;11;17;23;25;31;29;35,23;35;21;33,236,6,1
8087,78,92,EEhw,EEvo,6,6,7,4,3,5;11;17;23;14;28;34,23;35;21;33,38,6,1
8088,78,93,EEhw,EEvw,6,6,6,4,2,5;11;17;23;29;35,23;35;33;21,20,18,1
8089,78,94,EEhw,EEzO,6,6,8,4,4,4;32;34;0;9;21;17;29,22;34;18;30,162,6,1
8090,78,95,EEhw,EEz_,6,6,8,4,4,4;0;32;31;30;33;35;34,22;30;34;18,206,6,1
8091,78,96,EEhw,EEzg,6,6,7,4,3,4;21;11;33;8;28;16,22;30;34;18,107,6,1
8092,78,97,EEhw,EEzo,6,6,7,4,3,5;11;17;34;23;28;15,23;30;35;18,162,15,1
8093,78,98,EEhw,EEzw,6,6,6,4,2,5;11;17;35;23;29,23;35;34;22,44,40,1
8094,78,99,EEhw,EE~w,6,6,6,4,2,4;11;16;28;23;34,22;34;35;23,41,42,1
8095,78,100,EEhw,EFzW,6,6,7,4,3,3;10;15;21;28;34;33,21;35;33;23,172,15,1
8096,78,101,EEhw,EFz_,6,6,8,4,4,18;25;20;31;15;0;8;14,21;30;33;18,676,13,1
8097,78,102,EEhw,EFzo,6,6,7,4,3,3;22;27;34;11;15;35,21;30;33;18,248,27,1
8098,78,103,EEhw,EFzw,6,6,6,4,2,5;11;17;23;29;35,23;35;33;21,91,51,1
8099,78,104,EEhw,EF~w,6,6,6,4,2,3;10;17;35;27;22,21;33;34;22,74,63,1
8100,78,105,EEhw,EQjO,6,6,8,4,4,5;0;31;33;35;32;34;30,23;18;35;30,181,6,1
8101,78,106,EEhw,EQj_,6,6,9,6,3,1;33;31;5;22;35;30;32;34,19;31;23;35;18;30,284,21,1
8102,78,107,EEhw,EQjg,6,6,8,4,4,1;33;31;5;30;32;34;35,19;31;23;35,114,9,1
8103,78,108,EEhw,EQjo,6,6,8,4,4,5;22;11;34;17;29;23;35,23;30;35;18,579,6,1
8104,78,109,EEhw,EQjw,6,6,6,4,2,5;11;17;23;29;35,23;35;30;5,29,42,1
8105,78,110,EEhw,EQyw,6,6,8,4,4,4;21;10;33;16;28;22;34,22;35;34;23,435,15,1
8106,78,111,EEhw,EQzO,6,6,8,4,4,0;5;32;34;30;31;33;35,18;23;30;35,347,6,1
8107,78,112,EEhw,EQzW,6,6,8,4,4,4;21;32;22;30;9;13;25,22;35;34;23,723,6,1
8108,78,113,EEhw,EQzg,6,6,8,4,4,1;33;31;4;30;32;35;34,19;31;22;34,200,6,1
8109,78,114,EEhw,EQzo,6,6,7,4,3,5;11;17;9;29;22;34,23;35;18;30,140,31,1
8110,78,115,EEhw,EQzw,6,6,6,4,2,5;11;17;35;23;29,23;35;34;22,37,42,1
8111,78,116,EEhw,EQ~o,6,6,7,4,3,4;11;16;22;29;35;34,22;34;18;30,359,58,1
8112,78,117,EEhw,EQ~w,6,6,6,4,2,4;11;16;22;35;28,22;34;35;23,69,66,1
8113,78,118,EEhw,ETno,6,6,7,4,3,5;11;17;23;13;28;34,23;35;18;30,40,6,1
8114,78,119,EEhw,ETnw,6,6,6,4,2,5;11;17;23;29;35,23;35;30;18,22,18,1
8115,78,120,EEhw,ETzg,6,6,7,4,3,4;21;11;33;7;28;16,22;30;34;18,177,6,1
8116,78,121,EEhw,ETzo,6,6,7,4,3,5;11;17;34;23;28;15,23;30;35;18,206,15,1
8117,78,122,EEhw,ETzw,6,6,6,4,2,5;11;17;35;23;29,23;35;30;18,45,42,1
8118,78,123,EEhw,ET~w,6,6,6,4,2,4;11;16;28;23;34,22;34;35;23,41,42,1
8119,78,124,EEhw,EUZO,6,6,8,6,2,0;22;6;19;24;30;16;13,18;20;30;33;31;21,464,510,1
8120,78,125,EEhw,EUZ_,6,6,8,4,4,0;22;6;13;24;19;30;16,19;31;23;35,303,24,1
8121,78,126,EEhw,EUZo,6,6,7,4,3,22;34;5;9;6;29;17,19;32;29;35,470,11,1
8122,78,127,EEhw,EUZw,6,6,6,4,2,5;11;17;23;29;35,23;35;30;5,69,68,1
